,_id,product,material,details,media,specifications,packagingDetails,documents
130,MDPKCP34104Z,"{'productId': 'Z05-PF141177', 'details': {'longDescription': 'Kimberly Clark Poise Pads Ultimate Coverage designed for women and provide maximum protection and greater comfort.', 'displayName': 'Kimberly Clark Poise Ultimate Pads', 'url': '/product/Kimberly-Clark-Poise-Ultimate-Pads/Bladder-Control-Pads/Z05-PF141177', 'manufacturer': 'KIMBERLY-CLARK CORPORATION'}}",KCP34104Z,"{'isLatexFree': True, 'mfrProdNum': '34104', 'salesUOM': 'PK', 'displayName': 'Poise Pad, Ultimate Absorbency, Long', 'packagingStringLong': '45 Each / Pack', 'url': '/sku/item/MDPKCP34104Z', 'baseUOM': 'EA', 'deliveryUOM': 'PK', 'manufacturer': 'KIMBERLY-CLARK CORPORATION', 'packagingStringShort': '45/PK'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/KCP/KCP34104Z_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.8120000000000003, 'casePack': '45 Each / Pack', 'volume': 0.013000000000000001, 'grossWeight': 0.122, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.8120000000000003, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.8120000000000003}, {'baseUomDesc': 'Each', 'uomDesc': 'Pack', 'length': 14, 'casePack': '', 'volume': 0.539, 'grossWeight': 3.75, 'netWeight': 0, 'uom': 'PK', 'salesUom': True, 'width': 14, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 45, 'height': 4.75}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 13, 'casePack': '1 Pack / Pack', 'volume': 1.159, 'grossWeight': 10.98, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 11, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 90, 'height': 14}]",
131,MDPBLK8231410302,"{'productId': 'Z05-PF283059', 'details': {'longDescription': '<ul><li> Keep existing equipment functional with these replacement parts for Blickman products</li><li> Ideal for maintaining existing equipment without a full replacement</li></ul>', 'displayName': 'Replacement Blickman Parts and Accessories', 'url': '/product/Replacement-Blickman-Parts-and-Accessories/Bassinets/Z05-PF283059', 'manufacturer': 'BLICKMAN HEALTH IND INC'}}",BLK8231410302,"{'isLatexFree': True, 'mfrProdNum': '8231410302', 'salesUOM': 'EA', 'displayName': '3"" Replacement Caster for Freestanding Cabinets, Non-Locking', 'description': 'CASTER NON-LOCKING SWIVEL 3&quot;  Bringing You Closer To Home is a registered trademark of Medline Industries, Inc.', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPBLK8231410302', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'BLICKMAN HEALTH IND INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/BLK8231410302.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42191803']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 4, 'casePack': '1 Each / Each', 'volume': 0.167, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 6}]",
132,MDPWAG3V13ASA,"{'productId': 'Z05-PF66397', 'details': {'longDescription': '<ul><li> Ideal size for the majority of your instrument sets</li><li> Customizing handle and ID label colors allow you to coordinate the colors of your trays</li><li> Organizing sets by procedure with color coding helps promote best practices and helps improve efficiency</li></ul>', 'displayName': 'Steriset Three-Quarter-Size Sterilization Containers', 'url': '/product/Steriset-Three-Quarter-Size-Sterilization-Containers/Sterilization-Containers/Z05-PF66397', 'manufacturer': 'MEDLINE'}}",WAG3V13ASA,"{'isLatexFree': True, 'mfrProdNum': 'WAG3V13ASA', 'salesUOM': 'EA', 'displayName': 'Steriset Sterilization Container, 3/4 Size, Flat Bottom, Aluminum, Lid, Gray Handle, 18"" x 11"" x 5.25""', 'description': 'Cost-Effective Steriset&reg; Containers Are Safe, Secure and Reusable. These sterilization containers have a solid double lid for maximum protection during transport and complete hygienic security. The ThermoLock locking system eliminates the need for disposable, tamper-evident locks/arrows; and the automatic valve eliminates disposable filters, assuring reliable, economical sterilization. Models with temperature-activated condensate drains remove excess condensation from the container.  Color Code Your Steriset Containers. If you wish to, you can order Steriset containers with colored lids or handles instead of the standard gray. This may help you categorize your containers by procedure or operating team. To specify a color other than gray, simply substitute the correct letter in the order number. (Note: Stainless steel lids cannot be colored. Color-coding Steriset lids or handles adds 6-8 weeks to delivery.) Example: WAG2VC17ASA (container with standard gray lid and handles). To order Colored Handles: Replace the &quot;S&quot; with: R=Red; Y=Yellow; K=Black; B=Blue; W=White; O=Orange; G=Green; N=Brown. Example: WAG2VC17ARA (container with red handles). To Order a Colored Lid: Replace the &quot;A&quot; with: R=Red; Y=Yellow; B=Blue; P=Purple; G=Green. Example: WAG2VC17RSA (container with red lid). Three Quarter Size Steriset Containers Perfect for the majority of instrument sets. Aluminum lids. Flat Bottom. Dimensions: 18&quot;L x 11&quot;W x 5 1/4&quot;H (46cm x 28cm x 13cm)', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPWAG3V13ASA', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'MEDLINE', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/WAG/WAG3V13ASA_PRI03.JPG'}]","[{'name': 'Color', 'value': ['Silver']}, {'name': 'Green Product', 'value': ['Yes']}, {'name': 'Handle Color', 'value': ['Grey']}, {'name': 'Instrument Family', 'value': ['Steriset']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Material', 'value': ['Aluminum & Stainless Steel']}, {'name': 'Product Name', 'value': ['Steriset Container']}, {'name': 'Type of Instrument', 'value': ['Container']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 18.898, 'casePack': '1 Each / Each', 'volume': 1.228, 'grossWeight': 10.141, 'netWeight': 0.001, 'uom': 'EA', 'salesUom': True, 'width': 12.795, 'gtinAndUpc': '10080196462490', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 7.677}]","[{'name': 'LIT498R_BRO_Steriset Containers_19W5.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT498R_BRO_Steriset Containers_19W5.pdf'}, {'name': 'LITne21107_PST_Steriset Repair_19W16.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITne21107_PST_Steriset Repair_19W16.pdf'}, {'name': 'MPL_Konig_Catalog_Revised_Cover.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/MPL_Konig_Catalog_Revised_Cover.pdf'}]"
133,MDPFBC1020,"{'productId': 'Z05-PF167480', 'details': {'longDescription': '<ul><li> Discreet contoured design features absorbent core to lock in moisture and odor and keep skin dry</li><li> Waterproof backsheet is soft, comfortable and fabric-like; won\'t make crinkle noises like plastic backsheets</li><li> Moisture-wicking topsheet features a tasteful design for feminine appearance</li><li> Adhesive strip gently holds the pad in place in any type of underwear</li><li> Individually wrapped to go anywhere with discretion</li><li> <a href="" https://www.medline.com/product/Bladder-Pad-Liners/Bladder-Control-Pads/Z05-PF167480?question=FBC1010&amp;index=P1&amp;indexCount=1#mrkMore "" target=""_blank""> Learn more about FitRight Bladder Control Pads</a>', 'displayName': 'FitRight Bladder Control Pads', 'url': '/product/FitRight-Bladder-Control-Pads/Bladder-Control-Pads/Z05-PF167480', 'manufacturer': 'MEDLINE'}}",FBC1020,"{'isLatexFree': True, 'mfrProdNum': 'FBC1020', 'salesUOM': 'CS', 'displayName': 'Moderate Flow Bladder Pad Liners, 4.3"" x 11""', 'packagingStringLong': '192 Each / 12 Bag / Case', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPFBC1020', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '192/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/FBC/FBC1020_PRI03.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/FBC/FBC1020_HRE02.JPG'}]","[{'name': 'Absorbency', 'value': ['2 of 10']}, {'name': 'Absorbency Level', 'value': ['2 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.186, 'casePack': '192 Each / Case', 'volume': 0.006, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.186, 'gtinAndUpc': '10888277677944', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.186}, {'baseUomDesc': 'Each', 'uomDesc': 'Bag', 'length': 0.001, 'casePack': '12 Bag / Case', 'volume': 0, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'BG', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': '888277677947', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 16, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 13.7, 'casePack': '', 'volume': 1.21, 'grossWeight': 8.45, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 10.6, 'gtinAndUpc': '20888277677941', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 192, 'height': 14.4}]",
134,MDPHWP05618591,"{'productId': 'Z05-PF68156', 'details': {'longDescription': 'CO2 Nasal Cannulas.', 'displayName': 'Philips CO2 Nasal Cannulas', 'url': '/product/Philips-CO2-Nasal-Cannulas/Cannulas-Tubing/Z05-PF68156', 'manufacturer': 'ROYAL PHILIPS'}}",HWP05618591,"{'isLatexFree': True, 'mfrProdNum': '989805618591', 'salesUOM': 'BX', 'displayName': 'Adult CO2 Sampling Nasal Cannula', 'packagingStringLong': '10 Each / 1 Pack / 1 Piece / box', 'url': '/sku/item/MDPHWP05618591', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'ROYAL PHILIPS', 'packagingStringShort': '10/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/HWP05618591.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '10 Each / box', 'volume': 0, 'grossWeight': 0.5, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 14, 'casePack': '', 'volume': 0.519, 'grossWeight': 5, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 8, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 8}, {'baseUomDesc': 'Each', 'uomDesc': 'Pack', 'length': 14, 'casePack': '1 Pack / box', 'volume': 0.519, 'grossWeight': 5, 'netWeight': 0, 'uom': 'PK', 'salesUom': False, 'width': 8, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 8}, {'baseUomDesc': 'Each', 'uomDesc': 'Piece', 'length': 14, 'casePack': '1 Piece / box', 'volume': 0.519, 'grossWeight': 5, 'netWeight': 0, 'uom': 'PC', 'salesUom': False, 'width': 8, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 8}]",
135,MDPAUPMD377,"{'productId': 'Z05-PF271992', 'details': {'displayName': 'SterilContainer Container Accessories', 'url': '/product/SterilContainer-Container-Accessories/Sterilization-Containers/Z05-PF271992', 'manufacturer': 'AESCULAP INC'}}",AUPMD377,"{'isLatexFree': True, 'mfrProdNum': 'MD377', 'salesUOM': 'EA', 'displayName': 'ENDORACK,HOLDS,14 INSTRUMENTS', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPAUPMD377', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'AESCULAP INC', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/AUPMD377.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 30, 'casePack': '1 Each / Each', 'volume': 2.604, 'grossWeight': 10, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 15, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 10}]",
136,MDPCAQSC05W,"{'productId': 'Z05-PF153361', 'details': {'longDescription': '<ul><li> All SteriTite container systems include covers with integrated filtration systems and silicone gaskets</li><li> Solid bottom containers are compatible with pre-vacuum sterilizers</li><li> Perforated bottom sealed containers are universal and have filtration systems in their base, cleared for all current sterilization modalities such as gravity displacement, pre-vacuum steam, V-Pro and Sterrad Sterilization</li><li> Use with the respective basket or tray system</li><li> Solid Bottom: Solid Bottom with 2 filter retention</li></ul>', 'displayName': 'Long and Wide Sealed Containers', 'url': '/product/Long-and-Wide-Sealed-Containers/Containers-Trays/Z05-PF153361', 'manufacturer': 'CASE MEDICAL INC.'}}",CAQSC05W,"{'isLatexFree': True, 'mfrProdNum': 'SC05W', 'salesUOM': 'EA', 'displayName': 'SteriTite Sealed Container, Wide Size, Solid Bottom with Lid, 27.3"" x 16.4"" x 5""', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPCAQSC05W', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'CASE MEDICAL INC.', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/CAQ/CAQSC05W_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 32, 'casePack': '1 Each / Each', 'volume': 3.694, 'grossWeight': 12.83, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 21, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 9.5}]",
137,MDPSHE704001200,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704001200,"{'isLatexFree': True, 'mfrProdNum': '704-0012-00', 'salesUOM': 'BX', 'displayName': 'Nasal Cannula, Pediatric, CO2', 'packagingStringLong': '10 Each / box', 'url': '/sku/item/MDPSHE704001200', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '10/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/SHE/SHE704001200_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 4.54, 'casePack': '10 Each / box', 'volume': 0.054, 'grossWeight': 0.001, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 4.54, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 4.54}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 13, 'casePack': '', 'volume': 0.542, 'grossWeight': 2, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 6}]",
138,MDPSHE704001400,"{'productId': 'Z05-PF46834', 'details': {'longDescription': 'Adult Spacelabs Healthcare CO2 ORAL/NASAL CANNULA W /O2.', 'displayName': 'Nasal CO2 Cannulas', 'url': '/product/Nasal-CO2-Cannulas/Cannulas-Tubing/Z05-PF46834', 'manufacturer': 'Various Manufacturers / Suppliers'}}",SHE704001400,"{'isLatexFree': True, 'mfrProdNum': '704-0014-00', 'salesUOM': 'BX', 'displayName': 'Nasal Cannula, Adult, CO2', 'packagingStringLong': '10 Each / box', 'hcpcsCode': 'NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION', 'url': '/sku/item/MDPSHE704001400', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'SPACELABS HEALTHCARE LLC', 'packagingStringShort': '10/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/SHE/SHE704001400_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42272229']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '10 Each / box', 'volume': 0.065, 'grossWeight': 0.4, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 14, 'casePack': '', 'volume': 0.648, 'grossWeight': 4, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 10, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 8}]",
139,MDPMDS193094U,"{'productId': 'Z05-PF00325', 'details': {'longDescription': '<ul><li> White-coated wire glove box holders</li><li> Available in horizontal, vertical and universal sizes</li><li> Universal designs MDS192094U, MDS193094U and MDS194094U can be mounted horizontally or vertically</li><li> See through construction allows for easy identification of sizes</li><li> Please note, items MDS192094U, MDS193094U and MDS194094U are not returnable</li></ul>', 'displayName': 'Wire Glove Dispensers', 'url': '/product/Wire-Glove-Dispensers/Dispensers/Z05-PF00325', 'manufacturer': 'MEDLINE'}}",MDS193094U,"{'mfrProdNum': 'GL033-0613', 'salesUOM': 'CS', 'displayName': 'Universal-Mount Wire Triple Glove Box Holder', 'packagingStringLong': '6 Each / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMDS193094U', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '6/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MDS/MDS193094U_PRI03.JPG'}]","[{'name': 'Coated', 'value': ['Yes']}, {'name': 'Depth Inches', 'value': ['3.75 ""']}, {'name': 'Dispenser Type', 'value': ['Glove']}, {'name': 'Height Inches', 'value': ['8.16""']}, {'name': 'Holding Qty', 'value': ['Triple']}, {'name': 'Latex Free', 'value': ['No']}, {'name': 'Material', 'value': ['Wire']}, {'name': 'UNSPSC', 'value': ['42132201']}, {'name': 'Width Inches', 'value': ['16.32""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 7.306, 'casePack': '6 Each / Case', 'volume': 0.226, 'grossWeight': 0.9500000000000001, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 7.306, 'gtinAndUpc': '888277716912', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 7.306}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.7, 'casePack': '', 'volume': 1.351, 'grossWeight': 8.3, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 9.7, 'gtinAndUpc': '10888277716919', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 6, 'height': 13.6}]","[{'name': 'LIT507FRCA_BRO_Canadian Acute Exam G.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LIT507FRCA_BRO_Canadian Acute Exam G.pdf'}]"
140,MDPVRMCD15B,"{'productId': 'Z05-PF198439', 'details': {'longDescription': '<ul><li> Container system manufactured with anodized aluminum to help protect and maintain sterility of surgical instrumentation</li><li> Single-use, disposable filter</li><li> Tamper-evident arrows</li><li> Stackable</li></ul>', 'displayName': 'V. Mueller Genesis Sterilization Container Systems', 'url': '/product/V-Mueller-Genesis-Sterilization-Container-Systems/Sterilization-Containers/Z05-PF198439', 'manufacturer': 'V. MUELLER'}}",VRMCD15B,"{'isLatexFree': True, 'mfrProdNum': 'CD1-5B', 'salesUOM': 'EA', 'displayName': 'Half-Length Sterilization Container with Perforated Bottom, 11.8"" x 12.4"" x 5.3"" Exterior, MSPV/Government Only', 'packagingStringLong': '1 Each / Each', 'url': '/sku/item/MDPVRMCD15B', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'V. MUELLER', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/VRMCD15B.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281509']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 22, 'casePack': '1 Each / Each', 'volume': 0.917, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 6}]",
141,MDPKST39301H,"{'productId': 'Z05-PF132596', 'details': {'longDescription': '<ul><li> Single- and multilevel containers for instrument storage and sterilization</li><li> Made of plastic with transparent lids</li></ul>', 'displayName': 'Karl Storz Storage/Sterilization Containers', 'url': '/product/Karl-Storz-Storage/Sterilization-Containers/Sterilization-Containers/Z05-PF132596', 'manufacturer': 'KARL STORZ ENDOSCOPY'}}",KST39301H,"{'isLatexFree': True, 'mfrProdNum': '39301H', 'salesUOM': 'EA', 'displayName': 'Sterilization Container, Transparent Lid, Silicone Mat', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPKST39301H', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'KARL STORZ ENDOSCOPY', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/KST/KST39301H_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['24110000']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 20, 'casePack': '1 Each / Each', 'volume': 0.231, 'grossWeight': 7, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 10, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2}]",
